"Var1","Var2","count","points","diff","Var1_iso2","Var2_iso2","Var1_lat","Var1_long","Var2_lat","Var2_long","text"
"Moldova","Turkey",2,11,-31,"MD","TR",47.4116,28.3699,38.9637,35.2433,"Moldova->Turkey: 11 punts"
"Armenia","Turkey",3,16,-59,"AM","TR",40.0691,45.0382,38.9637,35.2433,"Armenia->Turkey: 16 punts"
"Czech Republic","Turkey",3,7,6,"CZ","TR",49.8175,15.473,38.9637,35.2433,"Czech Republic->Turkey: 7 punts"
"Georgia","Turkey",8,37,-28,"GE","TR",42.3154,43.3569,38.9637,35.2433,"Georgia->Turkey: 37 punts"
"Montenegro","Turkey",4,15,10,"ME","TR",42.708678,19.37439,38.9637,35.2433,"Montenegro->Turkey: 15 punts"
"Serbia","Turkey",1,3,3,"RS","TR",44.0165,21.0059,38.9637,35.2433,"Serbia->Turkey: 3 punts"
"Azerbaijan","Turkey",6,72,-12,"AZ","TR",40.1431,47.5769,38.9637,35.2433,"Azerbaijan->Turkey: 72 punts"
"San Marino","Turkey",3,19,14,"SM","TR",43.9424,12.4578,38.9637,35.2433,"San Marino->Turkey: 19 punts"
"Australia","Turkey",0,0,0,"AU","TR",-25,133,38.9637,35.2433,"Australia->Turkey: 0 punts"
"Belgium","United Kingdom",21,149,29,"BE","GB",50.8333,4.469936,55.3781,-3.436,"Belgium->United Kingdom: 149 punts"
"Finland","United Kingdom",18,106,22,"FI","GB",61.92411,25.748151,55.3781,-3.436,"Finland->United Kingdom: 106 punts"
"France","United Kingdom",23,152,61,"FR","GB",46.2276,2.2137,55.3781,-3.436,"France->United Kingdom: 152 punts"
"Germany","United Kingdom",25,153,6,"DE","GB",51.165691,10.451526,55.3781,-3.436,"Germany->United Kingdom: 153 punts"
"Ireland","United Kingdom",38,219,-83,"IE","GB",53.1424,-7.6921,55.3781,-3.436,"Ireland->United Kingdom: 219 punts"
"Israel","United Kingdom",23,146,-27,"IL","GB",31.046051,34.851612,55.3781,-3.436,"Israel->United Kingdom: 146 punts"
"Italy","United Kingdom",16,100,58,"IT","GB",41.87194,12.56738,55.3781,-3.436,"Italy->United Kingdom: 100 punts"
"Luxembourg","United Kingdom",18,123,66,"LU","GB",49.8153,6.1296,55.3781,-3.436,"Luxembourg->United Kingdom: 123 punts"
"Malta","United Kingdom",23,134,-12,"MT","GB",35.9375,14.3754,55.3781,-3.436,"Malta->United Kingdom: 134 punts"
"Monaco","United Kingdom",5,42,18,"MC","GB",43.7333,7.4167,55.3781,-3.436,"Monaco->United Kingdom: 42 punts"
"Norway","United Kingdom",22,120,-11,"NO","GB",60.472,8.4689,55.3781,-3.436,"Norway->United Kingdom: 120 punts"
"Portugal","United Kingdom",25,156,78,"PT","GB",39.3999,-8.2245,55.3781,-3.436,"Portugal->United Kingdom: 156 punts"
"Spain","United Kingdom",25,133,68,"ES","GB",40.463667,-3.74922,55.3781,-3.436,"Spain->United Kingdom: 133 punts"
"Sweden","United Kingdom",21,133,-128,"SE","GB",60.128161,18.643501,55.3781,-3.436,"Sweden->United Kingdom: 133 punts"
"Switzerland","United Kingdom",23,143,-7,"CH","GB",46.8182,8.2275,55.3781,-3.436,"Switzerland->United Kingdom: 143 punts"
"The Netherlands","United Kingdom",19,106,-9,"NL","GB",52.1326,5.2913,55.3781,-3.436,"The Netherlands->United Kingdom: 106 punts"
"Turkey","United Kingdom",21,126,-17,"TR","GB",38.9637,35.2433,55.3781,-3.436,"Turkey->United Kingdom: 126 punts"
"Austria","United Kingdom",24,168,37,"AT","GB",47.5162,14.5501,55.3781,-3.436,"Austria->United Kingdom: 168 punts"
"Greece","United Kingdom",15,85,-64,"GR","GB",39.0742,21.8243,55.3781,-3.436,"Greece->United Kingdom: 85 punts"
"Denmark","United Kingdom",25,141,-22,"DK","GB",56.2639,9.5018,55.3781,-3.436,"Denmark->United Kingdom: 141 punts"
"Morocco","United Kingdom",1,8,8,"MA","GB",31.7917,-7.0926,55.3781,-3.436,"Morocco->United Kingdom: 8 punts"
"Cyprus","United Kingdom",22,85,-73,"CY","GB",35.1264,33.4299,55.3781,-3.436,"Cyprus->United Kingdom: 85 punts"
"Iceland","United Kingdom",9,44,-65,"IS","GB",64.9631,-19.0208,55.3781,-3.436,"Iceland->United Kingdom: 44 punts"
"Bosnia & Herzegovina","United Kingdom",7,33,17,"BA","GB",43.9159,17.6791,55.3781,-3.436,"Bosnia & Herzegovina->United Kingdom: 33 punts"
"Croatia","United Kingdom",11,66,32,"HR","GB",45.1,15.2,55.3781,-3.436,"Croatia->United Kingdom: 66 punts"
"Slovenia","United Kingdom",9,48,30,"SI","GB",46.1512,14.9955,55.3781,-3.436,"Slovenia->United Kingdom: 48 punts"
"Estonia","United Kingdom",11,53,-28,"EE","GB",58.5953,25.0136,55.3781,-3.436,"Estonia->United Kingdom: 53 punts"
"Hungary","United Kingdom",7,38,10,"HU","GB",47.1625,19.5033,55.3781,-3.436,"Hungary->United Kingdom: 38 punts"
"Lithuania","United Kingdom",5,22,-159,"LT","GB",55.1694,23.8813,55.3781,-3.436,"Lithuania->United Kingdom: 22 punts"
"Poland","United Kingdom",9,39,-46,"PL","GB",51.9194,19.1451,55.3781,-3.436,"Poland->United Kingdom: 39 punts"
"Romania","United Kingdom",4,20,-39,"RO","GB",45.9432,24.9668,55.3781,-3.436,"Romania->United Kingdom: 20 punts"
"Russia","United Kingdom",8,38,-27,"RU","GB",61.52401,105.318756,55.3781,-3.436,"Russia->United Kingdom: 38 punts"
"Slovakia","United Kingdom",4,17,17,"SK","GB",48.669,19.699,55.3781,-3.436,"Slovakia->United Kingdom: 17 punts"
"North Macedonia","United Kingdom",5,28,4,"MK","GB",41.6086,21.7453,55.3781,-3.436,"North Macedonia->United Kingdom: 28 punts"
"Latvia","United Kingdom",10,30,-52,"LV","GB",56.8796,24.6032,55.3781,-3.436,"Latvia->United Kingdom: 30 punts"
"Ukraine","United Kingdom",2,9,-58,"UA","GB",48.3794,31.1656,55.3781,-3.436,"Ukraine->United Kingdom: 9 punts"
"Albania","United Kingdom",6,31,2,"AL","GB",41.1533,20.1683,55.3781,-3.436,"Albania->United Kingdom: 31 punts"
"Andorra","United Kingdom",2,6,6,"AD","GB",42.5063,1.5218,55.3781,-3.436,"Andorra->United Kingdom: 6 punts"
"Belarus","United Kingdom",3,6,2,"BY","GB",53.7098,27.9534,55.3781,-3.436,"Belarus->United Kingdom: 6 punts"
"Bulgaria","United Kingdom",2,19,-80,"BG","GB",42.7339,25.4858,55.3781,-3.436,"Bulgaria->United Kingdom: 19 punts"
"Moldova","United Kingdom",2,5,-50,"MD","GB",47.4116,28.3699,55.3781,-3.436,"Moldova->United Kingdom: 5 punts"
"Armenia","United Kingdom",4,15,0,"AM","GB",40.0691,45.0382,55.3781,-3.436,"Armenia->United Kingdom: 15 punts"
"Czech Republic","United Kingdom",3,15,-1,"CZ","GB",49.8175,15.473,55.3781,-3.436,"Czech Republic->United Kingdom: 15 punts"
"Georgia","United Kingdom",3,7,-20,"GE","GB",42.3154,43.3569,55.3781,-3.436,"Georgia->United Kingdom: 7 punts"
"Montenegro","United Kingdom",1,2,2,"ME","GB",42.708678,19.37439,55.3781,-3.436,"Montenegro->United Kingdom: 2 punts"
"Serbia","United Kingdom",2,10,-1,"RS","GB",44.0165,21.0059,55.3781,-3.436,"Serbia->United Kingdom: 10 punts"
"Azerbaijan","United Kingdom",2,7,-26,"AZ","GB",40.1431,47.5769,55.3781,-3.436,"Azerbaijan->United Kingdom: 7 punts"
"San Marino","United Kingdom",7,31,31,"SM","GB",43.9424,12.4578,55.3781,-3.436,"San Marino->United Kingdom: 31 punts"
"Australia","United Kingdom",5,29,-47,"AU","GB",-25,133,55.3781,-3.436,"Australia->United Kingdom: 29 punts"
"Belgium","Austria",24,131,54,"BE","AT",50.8333,4.469936,47.5162,14.5501,"Belgium->Austria: 131 punts"
"Finland","Austria",18,97,60,"FI","AT",61.92411,25.748151,47.5162,14.5501,"Finland->Austria: 97 punts"
"France","Austria",17,101,-23,"FR","AT",46.2276,2.2137,47.5162,14.5501,"France->Austria: 101 punts"
"Germany","Austria",21,112,-17,"DE","AT",51.165691,10.451526,47.5162,14.5501,"Germany->Austria: 112 punts"
"Ireland","Austria",21,129,-67,"IE","AT",53.1424,-7.6921,47.5162,14.5501,"Ireland->Austria: 129 punts"
"Israel","Austria",16,106,-17,"IL","AT",31.046051,34.851612,47.5162,14.5501,"Israel->Austria: 106 punts"
"Italy","Austria",13,78,-28,"IT","AT",41.87194,12.56738,47.5162,14.5501,"Italy->Austria: 78 punts"
"Luxembourg","Austria",3,14,-33,"LU","AT",49.8153,6.1296,47.5162,14.5501,"Luxembourg->Austria: 14 punts"
"Malta","Austria",10,44,-27,"MT","AT",35.9375,14.3754,47.5162,14.5501,"Malta->Austria: 44 punts"
"Monaco","Austria",2,10,-4,"MC","AT",43.7333,7.4167,47.5162,14.5501,"Monaco->Austria: 10 punts"
"Norway","Austria",12,67,-14,"NO","AT",60.472,8.4689,47.5162,14.5501,"Norway->Austria: 67 punts"
"Portugal","Austria",14,78,39,"PT","AT",39.3999,-8.2245,47.5162,14.5501,"Portugal->Austria: 78 punts"
"Spain","Austria",15,97,29,"ES","AT",40.463667,-3.74922,47.5162,14.5501,"Spain->Austria: 97 punts"
"Sweden","Austria",22,101,-87,"SE","AT",60.128161,18.643501,47.5162,14.5501,"Sweden->Austria: 101 punts"
"Switzerland","Austria",20,121,-38,"CH","AT",46.8182,8.2275,47.5162,14.5501,"Switzerland->Austria: 121 punts"
"The Netherlands","Austria",19,104,-64,"NL","AT",52.1326,5.2913,47.5162,14.5501,"The Netherlands->Austria: 104 punts"
"Turkey","Austria",13,71,1,"TR","AT",38.9637,35.2433,47.5162,14.5501,"Turkey->Austria: 71 punts"
"United Kingdom","Austria",21,131,-37,"GB","AT",55.3781,-3.436,47.5162,14.5501,"United Kingdom->Austria: 131 punts"
"Greece","Austria",19,96,39,"GR","AT",39.0742,21.8243,47.5162,14.5501,"Greece->Austria: 96 punts"
"Denmark","Austria",22,111,-2,"DK","AT",56.2639,9.5018,47.5162,14.5501,"Denmark->Austria: 111 punts"
"Morocco","Austria",1,3,3,"MA","AT",31.7917,-7.0926,47.5162,14.5501,"Morocco->Austria: 3 punts"
"Cyprus","Austria",15,58,26,"CY","AT",35.1264,33.4299,47.5162,14.5501,"Cyprus->Austria: 58 punts"
"Iceland","Austria",15,92,41,"IS","AT",64.9631,-19.0208,47.5162,14.5501,"Iceland->Austria: 92 punts"
"Bosnia & Herzegovina","Austria",8,53,-55,"BA","AT",43.9159,17.6791,47.5162,14.5501,"Bosnia & Herzegovina->Austria: 53 punts"
"Croatia","Austria",10,44,-73,"HR","AT",45.1,15.2,47.5162,14.5501,"Croatia->Austria: 44 punts"
"Slovenia","Austria",12,75,40,"SI","AT",46.1512,14.9955,47.5162,14.5501,"Slovenia->Austria: 75 punts"
"Estonia","Austria",13,87,32,"EE","AT",58.5953,25.0136,47.5162,14.5501,"Estonia->Austria: 87 punts"
"Hungary","Austria",10,57,-22,"HU","AT",47.1625,19.5033,47.5162,14.5501,"Hungary->Austria: 57 punts"
"Lithuania","Austria",10,71,68,"LT","AT",55.1694,23.8813,47.5162,14.5501,"Lithuania->Austria: 71 punts"
"Poland","Austria",7,40,-19,"PL","AT",51.9194,19.1451,47.5162,14.5501,"Poland->Austria: 40 punts"
"Romania","Austria",8,44,-42,"RO","AT",45.9432,24.9668,47.5162,14.5501,"Romania->Austria: 44 punts"
"Russia","Austria",5,27,-79,"RU","AT",61.52401,105.318756,47.5162,14.5501,"Russia->Austria: 27 punts"
"Slovakia","Austria",3,11,8,"SK","AT",48.669,19.699,47.5162,14.5501,"Slovakia->Austria: 11 punts"
"North Macedonia","Austria",4,14,-23,"MK","AT",41.6086,21.7453,47.5162,14.5501,"North Macedonia->Austria: 14 punts"
"Latvia","Austria",7,33,9,"LV","AT",56.8796,24.6032,47.5162,14.5501,"Latvia->Austria: 33 punts"
"Ukraine","Austria",3,16,-14,"UA","AT",48.3794,31.1656,47.5162,14.5501,"Ukraine->Austria: 16 punts"
"Albania","Austria",5,16,-44,"AL","AT",41.1533,20.1683,47.5162,14.5501,"Albania->Austria: 16 punts"
"Andorra","Austria",2,8,8,"AD","AT",42.5063,1.5218,47.5162,14.5501,"Andorra->Austria: 8 punts"
"Belarus","Austria",6,32,7,"BY","AT",53.7098,27.9534,47.5162,14.5501,"Belarus->Austria: 32 punts"
"Bulgaria","Austria",9,75,4,"BG","AT",42.7339,25.4858,47.5162,14.5501,"Bulgaria->Austria: 75 punts"
"Moldova","Austria",6,26,-8,"MD","AT",47.4116,28.3699,47.5162,14.5501,"Moldova->Austria: 26 punts"
"Armenia","Austria",8,30,-9,"AM","AT",40.0691,45.0382,47.5162,14.5501,"Armenia->Austria: 30 punts"
"Czech Republic","Austria",7,30,-21,"CZ","AT",49.8175,15.473,47.5162,14.5501,"Czech Republic->Austria: 30 punts"
"Georgia","Austria",6,37,35,"GE","AT",42.3154,43.3569,47.5162,14.5501,"Georgia->Austria: 37 punts"
"Montenegro","Austria",2,3,3,"ME","AT",42.708678,19.37439,47.5162,14.5501,"Montenegro->Austria: 3 punts"
"Serbia","Austria",5,17,-64,"RS","AT",44.0165,21.0059,47.5162,14.5501,"Serbia->Austria: 17 punts"
"Azerbaijan","Austria",3,12,-34,"AZ","AT",40.1431,47.5769,47.5162,14.5501,"Azerbaijan->Austria: 12 punts"
"San Marino","Austria",4,12,7,"SM","AT",43.9424,12.4578,47.5162,14.5501,"San Marino->Austria: 12 punts"
"Australia","Austria",3,11,-19,"AU","AT",-25,133,47.5162,14.5501,"Australia->Austria: 11 punts"
"Belgium","Greece",28,157,75,"BE","GR",50.8333,4.469936,39.0742,21.8243,"Belgium->Greece: 157 punts"
"Finland","Greece",21,94,7,"FI","GR",61.92411,25.748151,39.0742,21.8243,"Finland->Greece: 94 punts"
"France","Greece",23,115,-31,"FR","GR",46.2276,2.2137,39.0742,21.8243,"France->Greece: 115 punts"
"Germany","Greece",22,148,112,"DE","GR",51.165691,10.451526,39.0742,21.8243,"Germany->Greece: 148 punts"
"Ireland","Greece",15,61,-47,"IE","GR",53.1424,-7.6921,39.0742,21.8243,"Ireland->Greece: 61 punts"
"Israel","Greece",21,134,66,"IL","GR",31.046051,34.851612,39.0742,21.8243,"Israel->Greece: 134 punts"
"Italy","Greece",14,61,-51,"IT","GR",41.87194,12.56738,39.0742,21.8243,"Italy->Greece: 61 punts"
"Luxembourg","Greece",6,29,5,"LU","GR",49.8153,6.1296,39.0742,21.8243,"Luxembourg->Greece: 29 punts"
"Malta","Greece",21,130,44,"MT","GR",35.9375,14.3754,39.0742,21.8243,"Malta->Greece: 130 punts"
"Monaco","Greece",4,31,15,"MC","GR",43.7333,7.4167,39.0742,21.8243,"Monaco->Greece: 31 punts"
"Norway","Greece",20,87,3,"NO","GR",60.472,8.4689,39.0742,21.8243,"Norway->Greece: 87 punts"
"Portugal","Greece",18,111,38,"PT","GR",39.3999,-8.2245,39.0742,21.8243,"Portugal->Greece: 111 punts"
"Spain","Greece",30,192,51,"ES","GR",40.463667,-3.74922,39.0742,21.8243,"Spain->Greece: 192 punts"
"Sweden","Greece",15,68,2,"SE","GR",60.128161,18.643501,39.0742,21.8243,"Sweden->Greece: 68 punts"
"Switzerland","Greece",21,105,24,"CH","GR",46.8182,8.2275,39.0742,21.8243,"Switzerland->Greece: 105 punts"
"The Netherlands","Greece",22,119,46,"NL","GR",52.1326,5.2913,39.0742,21.8243,"The Netherlands->Greece: 119 punts"
"Turkey","Greece",14,81,45,"TR","GR",38.9637,35.2433,39.0742,21.8243,"Turkey->Greece: 81 punts"
"United Kingdom","Greece",21,149,64,"GB","GR",55.3781,-3.436,39.0742,21.8243,"United Kingdom->Greece: 149 punts"
"Austria","Greece",15,57,-39,"AT","GR",47.5162,14.5501,39.0742,21.8243,"Austria->Greece: 57 punts"
"Denmark","Greece",13,42,-3,"DK","GR",56.2639,9.5018,39.0742,21.8243,"Denmark->Greece: 42 punts"
"Morocco","Greece",0,0,0,"MA","GR",31.7917,-7.0926,39.0742,21.8243,"Morocco->Greece: 0 punts"
"Cyprus","Greece",42,467,19,"CY","GR",35.1264,33.4299,39.0742,21.8243,"Cyprus->Greece: 467 punts"
"Iceland","Greece",15,67,8,"IS","GR",64.9631,-19.0208,39.0742,21.8243,"Iceland->Greece: 67 punts"
"Bosnia & Herzegovina","Greece",12,63,43,"BA","GR",43.9159,17.6791,39.0742,21.8243,"Bosnia & Herzegovina->Greece: 63 punts"
"Croatia","Greece",14,72,32,"HR","GR",45.1,15.2,39.0742,21.8243,"Croatia->Greece: 72 punts"
"Slovenia","Greece",11,57,30,"SI","GR",46.1512,14.9955,39.0742,21.8243,"Slovenia->Greece: 57 punts"
"Estonia","Greece",9,33,-23,"EE","GR",58.5953,25.0136,39.0742,21.8243,"Estonia->Greece: 33 punts"
"Hungary","Greece",13,71,26,"HU","GR",47.1625,19.5033,39.0742,21.8243,"Hungary->Greece: 71 punts"
"Lithuania","Greece",7,35,24,"LT","GR",55.1694,23.8813,39.0742,21.8243,"Lithuania->Greece: 35 punts"
"Poland","Greece",15,56,12,"PL","GR",51.9194,19.1451,39.0742,21.8243,"Poland->Greece: 56 punts"
"Romania","Greece",20,166,53,"RO","GR",45.9432,24.9668,39.0742,21.8243,"Romania->Greece: 166 punts"
"Russia","Greece",21,112,-59,"RU","GR",61.52401,105.318756,39.0742,21.8243,"Russia->Greece: 112 punts"
"Slovakia","Greece",5,31,24,"SK","GR",48.669,19.699,39.0742,21.8243,"Slovakia->Greece: 31 punts"
"North Macedonia","Greece",12,58,50,"MK","GR",41.6086,21.7453,39.0742,21.8243,"North Macedonia->Greece: 58 punts"
"Latvia","Greece",6,25,10,"LV","GR",56.8796,24.6032,39.0742,21.8243,"Latvia->Greece: 25 punts"
"Ukraine","Greece",6,35,-33,"UA","GR",48.3794,31.1656,39.0742,21.8243,"Ukraine->Greece: 35 punts"
"Albania","Greece",27,230,24,"AL","GR",41.1533,20.1683,39.0742,21.8243,"Albania->Greece: 230 punts"
"Andorra","Greece",6,34,30,"AD","GR",42.5063,1.5218,39.0742,21.8243,"Andorra->Greece: 34 punts"
"Belarus","Greece",13,66,15,"BY","GR",53.7098,27.9534,39.0742,21.8243,"Belarus->Greece: 66 punts"
"Bulgaria","Greece",13,112,41,"BG","GR",42.7339,25.4858,39.0742,21.8243,"Bulgaria->Greece: 112 punts"
"Moldova","Greece",14,66,-20,"MD","GR",47.4116,28.3699,39.0742,21.8243,"Moldova->Greece: 66 punts"
"Armenia","Greece",21,146,-12,"AM","GR",40.0691,45.0382,39.0742,21.8243,"Armenia->Greece: 146 punts"
"Czech Republic","Greece",3,13,-14,"CZ","GR",49.8175,15.473,39.0742,21.8243,"Czech Republic->Greece: 13 punts"
"Georgia","Greece",12,51,-32,"GE","GR",42.3154,43.3569,39.0742,21.8243,"Georgia->Greece: 51 punts"
"Montenegro","Greece",11,77,59,"ME","GR",42.708678,19.37439,39.0742,21.8243,"Montenegro->Greece: 77 punts"
"Serbia","Greece",12,72,22,"RS","GR",44.0165,21.0059,39.0742,21.8243,"Serbia->Greece: 72 punts"
"Azerbaijan","Greece",14,97,-17,"AZ","GR",40.1431,47.5769,39.0742,21.8243,"Azerbaijan->Greece: 97 punts"
"San Marino","Greece",11,111,84,"SM","GR",43.9424,12.4578,39.0742,21.8243,"San Marino->Greece: 111 punts"
"Australia","Greece",5,25,-15,"AU","GR",-25,133,39.0742,21.8243,"Australia->Greece: 25 punts"
"Belgium","Denmark",20,115,-5,"BE","DK",50.8333,4.469936,56.2639,9.5018,"Belgium->Denmark: 115 punts"
"Finland","Denmark",19,109,45,"FI","DK",61.92411,25.748151,56.2639,9.5018,"Finland->Denmark: 109 punts"
"France","Denmark",23,124,54,"FR","DK",46.2276,2.2137,56.2639,9.5018,"France->Denmark: 124 punts"
"Germany","Denmark",24,148,-43,"DE","DK",51.165691,10.451526,56.2639,9.5018,"Germany->Denmark: 148 punts"
"Ireland","Denmark",30,195,8,"IE","DK",53.1424,-7.6921,56.2639,9.5018,"Ireland->Denmark: 195 punts"
"Israel","Denmark",25,144,65,"IL","DK",31.046051,34.851612,56.2639,9.5018,"Israel->Denmark: 144 punts"
"Italy","Denmark",16,104,78,"IT","DK",41.87194,12.56738,56.2639,9.5018,"Italy->Denmark: 104 punts"
"Luxembourg","Denmark",6,26,-6,"LU","DK",49.8153,6.1296,56.2639,9.5018,"Luxembourg->Denmark: 26 punts"
"Malta","Denmark",19,92,8,"MT","DK",35.9375,14.3754,56.2639,9.5018,"Malta->Denmark: 92 punts"
"Monaco","Denmark",4,33,19,"MC","DK",43.7333,7.4167,56.2639,9.5018,"Monaco->Denmark: 33 punts"
"Norway","Denmark",38,291,22,"NO","DK",60.472,8.4689,56.2639,9.5018,"Norway->Denmark: 291 punts"
"Portugal","Denmark",21,77,46,"PT","DK",39.3999,-8.2245,56.2639,9.5018,"Portugal->Denmark: 77 punts"
"Spain","Denmark",18,93,55,"ES","DK",40.463667,-3.74922,56.2639,9.5018,"Spain->Denmark: 93 punts"
"Sweden","Denmark",39,289,-148,"SE","DK",60.128161,18.643501,56.2639,9.5018,"Sweden->Denmark: 289 punts"
"Switzerland","Denmark",21,71,-46,"CH","DK",46.8182,8.2275,56.2639,9.5018,"Switzerland->Denmark: 71 punts"
"The Netherlands","Denmark",31,205,17,"NL","DK",52.1326,5.2913,56.2639,9.5018,"The Netherlands->Denmark: 205 punts"
"Turkey","Denmark",12,32,-58,"TR","DK",38.9637,35.2433,56.2639,9.5018,"Turkey->Denmark: 32 punts"
"United Kingdom","Denmark",27,163,22,"GB","DK",55.3781,-3.436,56.2639,9.5018,"United Kingdom->Denmark: 163 punts"
"Austria","Denmark",20,113,2,"AT","DK",47.5162,14.5501,56.2639,9.5018,"Austria->Denmark: 113 punts"
"Greece","Denmark",10,45,3,"GR","DK",39.0742,21.8243,56.2639,9.5018,"Greece->Denmark: 45 punts"
"Morocco","Denmark",1,2,2,"MA","DK",31.7917,-7.0926,56.2639,9.5018,"Morocco->Denmark: 2 punts"
"Cyprus","Denmark",17,81,1,"CY","DK",35.1264,33.4299,56.2639,9.5018,"Cyprus->Denmark: 81 punts"
"Iceland","Denmark",28,248,87,"IS","DK",64.9631,-19.0208,56.2639,9.5018,"Iceland->Denmark: 248 punts"
"Bosnia & Herzegovina","Denmark",4,12,-64,"BA","DK",43.9159,17.6791,56.2639,9.5018,"Bosnia & Herzegovina->Denmark: 12 punts"
"Croatia","Denmark",12,65,55,"HR","DK",45.1,15.2,56.2639,9.5018,"Croatia->Denmark: 65 punts"
"Slovenia","Denmark",16,122,100,"SI","DK",46.1512,14.9955,56.2639,9.5018,"Slovenia->Denmark: 122 punts"
"Estonia","Denmark",21,136,50,"EE","DK",58.5953,25.0136,56.2639,9.5018,"Estonia->Denmark: 136 punts"
"Hungary","Denmark",17,112,62,"HU","DK",47.1625,19.5033,56.2639,9.5018,"Hungary->Denmark: 112 punts"
"Lithuania","Denmark",16,71,18,"LT","DK",55.1694,23.8813,56.2639,9.5018,"Lithuania->Denmark: 71 punts"
"Poland","Denmark",14,75,49,"PL","DK",51.9194,19.1451,56.2639,9.5018,"Poland->Denmark: 75 punts"
"Romania","Denmark",16,84,20,"RO","DK",45.9432,24.9668,56.2639,9.5018,"Romania->Denmark: 84 punts"
"Russia","Denmark",10,61,-26,"RU","DK",61.52401,105.318756,56.2639,9.5018,"Russia->Denmark: 61 punts"
"Slovakia","Denmark",3,16,16,"SK","DK",48.669,19.699,56.2639,9.5018,"Slovakia->Denmark: 16 punts"
"North Macedonia","Denmark",5,31,7,"MK","DK",41.6086,21.7453,56.2639,9.5018,"North Macedonia->Denmark: 31 punts"
"Latvia","Denmark",19,124,54,"LV","DK",56.8796,24.6032,56.2639,9.5018,"Latvia->Denmark: 124 punts"
"Ukraine","Denmark",10,51,-29,"UA","DK",48.3794,31.1656,56.2639,9.5018,"Ukraine->Denmark: 51 punts"
"Albania","Denmark",7,18,-13,"AL","DK",41.1533,20.1683,56.2639,9.5018,"Albania->Denmark: 18 punts"
"Andorra","Denmark",4,18,18,"AD","DK",42.5063,1.5218,56.2639,9.5018,"Andorra->Denmark: 18 punts"
"Belarus","Denmark",10,36,31,"BY","DK",53.7098,27.9534,56.2639,9.5018,"Belarus->Denmark: 36 punts"
"Bulgaria","Denmark",6,29,-24,"BG","DK",42.7339,25.4858,56.2639,9.5018,"Bulgaria->Denmark: 29 punts"
"Moldova","Denmark",8,30,-10,"MD","DK",47.4116,28.3699,56.2639,9.5018,"Moldova->Denmark: 30 punts"
"Armenia","Denmark",6,18,10,"AM","DK",40.0691,45.0382,56.2639,9.5018,"Armenia->Denmark: 18 punts"
"Czech Republic","Denmark",4,25,19,"CZ","DK",49.8175,15.473,56.2639,9.5018,"Czech Republic->Denmark: 25 punts"
"Georgia","Denmark",8,30,25,"GE","DK",42.3154,43.3569,56.2639,9.5018,"Georgia->Denmark: 30 punts"
"Montenegro","Denmark",6,31,26,"ME","DK",42.708678,19.37439,56.2639,9.5018,"Montenegro->Denmark: 31 punts"
"Serbia","Denmark",9,43,21,"RS","DK",44.0165,21.0059,56.2639,9.5018,"Serbia->Denmark: 43 punts"
"Azerbaijan","Denmark",4,17,-23,"AZ","DK",40.1431,47.5769,56.2639,9.5018,"Azerbaijan->Denmark: 17 punts"
"San Marino","Denmark",7,34,34,"SM","DK",43.9424,12.4578,56.2639,9.5018,"San Marino->Denmark: 34 punts"
"Australia","Denmark",7,46,-46,"AU","DK",-25,133,56.2639,9.5018,"Australia->Denmark: 46 punts"
"Belgium","Morocco",0,0,0,"BE","MA",50.8333,4.469936,31.7917,-7.0926,"Belgium->Morocco: 0 punts"
"Finland","Morocco",0,0,0,"FI","MA",61.92411,25.748151,31.7917,-7.0926,"Finland->Morocco: 0 punts"
"France","Morocco",0,0,-1,"FR","MA",46.2276,2.2137,31.7917,-7.0926,"France->Morocco: 0 punts"
"Germany","Morocco",0,0,-10,"DE","MA",51.165691,10.451526,31.7917,-7.0926,"Germany->Morocco: 0 punts"
