"Var1","Var2","count","points","diff","Var1_iso2","Var2_iso2","Var1_lat","Var1_long","Var2_lat","Var2_long","text"
"Denmark","Spain",11,38,-55,"DK","ES",56.2639,9.5018,40.463667,-3.74922,"Denmark->Spain: 38 punts"
"Morocco","Spain",1,5,5,"MA","ES",31.7917,-7.0926,40.463667,-3.74922,"Morocco->Spain: 5 punts"
"Cyprus","Spain",19,123,11,"CY","ES",35.1264,33.4299,40.463667,-3.74922,"Cyprus->Spain: 123 punts"
"Iceland","Spain",9,26,-96,"IS","ES",64.9631,-19.0208,40.463667,-3.74922,"Iceland->Spain: 26 punts"
"Bosnia & Herzegovina","Spain",5,30,18,"BA","ES",43.9159,17.6791,40.463667,-3.74922,"Bosnia & Herzegovina->Spain: 30 punts"
"Croatia","Spain",7,36,1,"HR","ES",45.1,15.2,40.463667,-3.74922,"Croatia->Spain: 36 punts"
"Slovenia","Spain",7,20,-14,"SI","ES",46.1512,14.9955,40.463667,-3.74922,"Slovenia->Spain: 20 punts"
"Estonia","Spain",4,13,-49,"EE","ES",58.5953,25.0136,40.463667,-3.74922,"Estonia->Spain: 13 punts"
"Hungary","Spain",4,18,-48,"HU","ES",47.1625,19.5033,40.463667,-3.74922,"Hungary->Spain: 18 punts"
"Lithuania","Spain",2,12,-2,"LT","ES",55.1694,23.8813,40.463667,-3.74922,"Lithuania->Spain: 12 punts"
"Poland","Spain",6,21,-12,"PL","ES",51.9194,19.1451,40.463667,-3.74922,"Poland->Spain: 21 punts"
"Romania","Spain",9,48,-121,"RO","ES",45.9432,24.9668,40.463667,-3.74922,"Romania->Spain: 48 punts"
"Russia","Spain",6,22,-80,"RU","ES",61.52401,105.318756,40.463667,-3.74922,"Russia->Spain: 22 punts"
"Slovakia","Spain",2,4,2,"SK","ES",48.669,19.699,40.463667,-3.74922,"Slovakia->Spain: 4 punts"
"North Macedonia","Spain",2,5,5,"MK","ES",41.6086,21.7453,40.463667,-3.74922,"North Macedonia->Spain: 5 punts"
"Latvia","Spain",3,13,-14,"LV","ES",56.8796,24.6032,40.463667,-3.74922,"Latvia->Spain: 13 punts"
"Ukraine","Spain",2,6,-79,"UA","ES",48.3794,31.1656,40.463667,-3.74922,"Ukraine->Spain: 6 punts"
"Albania","Spain",8,55,30,"AL","ES",41.1533,20.1683,40.463667,-3.74922,"Albania->Spain: 55 punts"
"Andorra","Spain",5,60,6,"AD","ES",42.5063,1.5218,40.463667,-3.74922,"Andorra->Spain: 60 punts"
"Belarus","Spain",1,2,-5,"BY","ES",53.7098,27.9534,40.463667,-3.74922,"Belarus->Spain: 2 punts"
"Bulgaria","Spain",3,9,-72,"BG","ES",42.7339,25.4858,40.463667,-3.74922,"Bulgaria->Spain: 9 punts"
"Moldova","Spain",3,13,-73,"MD","ES",47.4116,28.3699,40.463667,-3.74922,"Moldova->Spain: 13 punts"
"Armenia","Spain",4,13,-108,"AM","ES",40.0691,45.0382,40.463667,-3.74922,"Armenia->Spain: 13 punts"
"Czech Republic","Spain",0,0,-67,"CZ","ES",49.8175,15.473,40.463667,-3.74922,"Czech Republic->Spain: 0 punts"
"Georgia","Spain",1,2,-11,"GE","ES",42.3154,43.3569,40.463667,-3.74922,"Georgia->Spain: 2 punts"
"Montenegro","Spain",2,6,1,"ME","ES",42.708678,19.37439,40.463667,-3.74922,"Montenegro->Spain: 6 punts"
"Serbia","Spain",1,2,-24,"RS","ES",44.0165,21.0059,40.463667,-3.74922,"Serbia->Spain: 2 punts"
"Azerbaijan","Spain",3,4,-40,"AZ","ES",40.1431,47.5769,40.463667,-3.74922,"Azerbaijan->Spain: 4 punts"
"San Marino","Spain",1,1,-18,"SM","ES",43.9424,12.4578,40.463667,-3.74922,"San Marino->Spain: 1 punts"
"Australia","Spain",3,14,-55,"AU","ES",-25,133,40.463667,-3.74922,"Australia->Spain: 14 punts"
"Belgium","Sweden",33,200,106,"BE","SE",50.8333,4.469936,60.128161,18.643501,"Belgium->Sweden: 200 punts"
"Finland","Sweden",36,287,108,"FI","SE",61.92411,25.748151,60.128161,18.643501,"Finland->Sweden: 287 punts"
"France","Sweden",34,168,48,"FR","SE",46.2276,2.2137,60.128161,18.643501,"France->Sweden: 168 punts"
"Germany","Sweden",35,234,110,"DE","SE",51.165691,10.451526,60.128161,18.643501,"Germany->Sweden: 234 punts"
"Ireland","Sweden",32,223,0,"IE","SE",53.1424,-7.6921,60.128161,18.643501,"Ireland->Sweden: 223 punts"
"Israel","Sweden",27,201,80,"IL","SE",31.046051,34.851612,60.128161,18.643501,"Israel->Sweden: 201 punts"
"Italy","Sweden",16,93,31,"IT","SE",41.87194,12.56738,60.128161,18.643501,"Italy->Sweden: 93 punts"
"Luxembourg","Sweden",11,59,7,"LU","SE",49.8153,6.1296,60.128161,18.643501,"Luxembourg->Sweden: 59 punts"
"Malta","Sweden",29,206,111,"MT","SE",35.9375,14.3754,60.128161,18.643501,"Malta->Sweden: 206 punts"
"Monaco","Sweden",4,22,0,"MC","SE",43.7333,7.4167,60.128161,18.643501,"Monaco->Sweden: 22 punts"
"Norway","Sweden",47,416,130,"NO","SE",60.472,8.4689,60.128161,18.643501,"Norway->Sweden: 416 punts"
"Portugal","Sweden",29,190,100,"PT","SE",39.3999,-8.2245,60.128161,18.643501,"Portugal->Sweden: 190 punts"
"Spain","Sweden",33,169,126,"ES","SE",40.463667,-3.74922,60.128161,18.643501,"Spain->Sweden: 169 punts"
"Switzerland","Sweden",29,190,107,"CH","SE",46.8182,8.2275,60.128161,18.643501,"Switzerland->Sweden: 190 punts"
"The Netherlands","Sweden",32,240,69,"NL","SE",52.1326,5.2913,60.128161,18.643501,"The Netherlands->Sweden: 240 punts"
"Turkey","Sweden",20,97,6,"TR","SE",38.9637,35.2433,60.128161,18.643501,"Turkey->Sweden: 97 punts"
"United Kingdom","Sweden",44,261,128,"GB","SE",55.3781,-3.436,60.128161,18.643501,"United Kingdom->Sweden: 261 punts"
"Austria","Sweden",27,188,87,"AT","SE",47.5162,14.5501,60.128161,18.643501,"Austria->Sweden: 188 punts"
"Greece","Sweden",14,66,-2,"GR","SE",39.0742,21.8243,60.128161,18.643501,"Greece->Sweden: 66 punts"
"Denmark","Sweden",46,437,148,"DK","SE",56.2639,9.5018,60.128161,18.643501,"Denmark->Sweden: 437 punts"
"Morocco","Sweden",1,6,6,"MA","SE",31.7917,-7.0926,60.128161,18.643501,"Morocco->Sweden: 6 punts"
"Cyprus","Sweden",26,163,64,"CY","SE",35.1264,33.4299,60.128161,18.643501,"Cyprus->Sweden: 163 punts"
"Iceland","Sweden",39,288,98,"IS","SE",64.9631,-19.0208,60.128161,18.643501,"Iceland->Sweden: 288 punts"
"Bosnia & Herzegovina","Sweden",14,74,-53,"BA","SE",43.9159,17.6791,60.128161,18.643501,"Bosnia & Herzegovina->Sweden: 74 punts"
"Croatia","Sweden",15,59,32,"HR","SE",45.1,15.2,60.128161,18.643501,"Croatia->Sweden: 59 punts"
"Slovenia","Sweden",27,180,150,"SI","SE",46.1512,14.9955,60.128161,18.643501,"Slovenia->Sweden: 180 punts"
"Estonia","Sweden",28,219,100,"EE","SE",58.5953,25.0136,60.128161,18.643501,"Estonia->Sweden: 219 punts"
"Hungary","Sweden",17,86,21,"HU","SE",47.1625,19.5033,60.128161,18.643501,"Hungary->Sweden: 86 punts"
"Lithuania","Sweden",24,144,105,"LT","SE",55.1694,23.8813,60.128161,18.643501,"Lithuania->Sweden: 144 punts"
"Poland","Sweden",19,132,87,"PL","SE",51.9194,19.1451,60.128161,18.643501,"Poland->Sweden: 132 punts"
"Romania","Sweden",17,92,44,"RO","SE",45.9432,24.9668,60.128161,18.643501,"Romania->Sweden: 92 punts"
"Russia","Sweden",16,73,-30,"RU","SE",61.52401,105.318756,60.128161,18.643501,"Russia->Sweden: 73 punts"
"Slovakia","Sweden",5,45,42,"SK","SE",48.669,19.699,60.128161,18.643501,"Slovakia->Sweden: 45 punts"
"North Macedonia","Sweden",16,64,46,"MK","SE",41.6086,21.7453,60.128161,18.643501,"North Macedonia->Sweden: 64 punts"
"Latvia","Sweden",24,181,128,"LV","SE",56.8796,24.6032,60.128161,18.643501,"Latvia->Sweden: 181 punts"
"Ukraine","Sweden",16,87,32,"UA","SE",48.3794,31.1656,60.128161,18.643501,"Ukraine->Sweden: 87 punts"
"Albania","Sweden",18,89,62,"AL","SE",41.1533,20.1683,60.128161,18.643501,"Albania->Sweden: 89 punts"
"Andorra","Sweden",6,32,30,"AD","SE",42.5063,1.5218,60.128161,18.643501,"Andorra->Sweden: 32 punts"
"Belarus","Sweden",15,80,76,"BY","SE",53.7098,27.9534,60.128161,18.643501,"Belarus->Sweden: 80 punts"
"Bulgaria","Sweden",7,33,8,"BG","SE",42.7339,25.4858,60.128161,18.643501,"Bulgaria->Sweden: 33 punts"
"Moldova","Sweden",17,86,35,"MD","SE",47.4116,28.3699,60.128161,18.643501,"Moldova->Sweden: 86 punts"
"Armenia","Sweden",17,100,53,"AM","SE",40.0691,45.0382,60.128161,18.643501,"Armenia->Sweden: 100 punts"
"Czech Republic","Sweden",10,81,62,"CZ","SE",49.8175,15.473,60.128161,18.643501,"Czech Republic->Sweden: 81 punts"
"Georgia","Sweden",15,91,76,"GE","SE",42.3154,43.3569,60.128161,18.643501,"Georgia->Sweden: 91 punts"
"Montenegro","Sweden",11,54,39,"ME","SE",42.708678,19.37439,60.128161,18.643501,"Montenegro->Sweden: 54 punts"
"Serbia","Sweden",14,69,10,"RS","SE",44.0165,21.0059,60.128161,18.643501,"Serbia->Sweden: 69 punts"
"Azerbaijan","Sweden",9,36,-17,"AZ","SE",40.1431,47.5769,60.128161,18.643501,"Azerbaijan->Sweden: 36 punts"
"San Marino","Sweden",11,72,72,"SM","SE",43.9424,12.4578,60.128161,18.643501,"San Marino->Sweden: 72 punts"
"Australia","Sweden",11,104,8,"AU","SE",-25,133,60.128161,18.643501,"Australia->Sweden: 104 punts"
"Belgium","Switzerland",19,119,36,"BE","CH",50.8333,4.469936,46.8182,8.2275,"Belgium->Switzerland: 119 punts"
"Finland","Switzerland",25,143,56,"FI","CH",61.92411,25.748151,46.8182,8.2275,"Finland->Switzerland: 143 punts"
"France","Switzerland",17,98,-58,"FR","CH",46.2276,2.2137,46.8182,8.2275,"France->Switzerland: 98 punts"
"Germany","Switzerland",23,145,-15,"DE","CH",51.165691,10.451526,46.8182,8.2275,"Germany->Switzerland: 145 punts"
"Ireland","Switzerland",25,143,-54,"IE","CH",53.1424,-7.6921,46.8182,8.2275,"Ireland->Switzerland: 143 punts"
"Israel","Switzerland",23,94,-92,"IL","CH",31.046051,34.851612,46.8182,8.2275,"Israel->Switzerland: 94 punts"
"Italy","Switzerland",17,90,-66,"IT","CH",41.87194,12.56738,46.8182,8.2275,"Italy->Switzerland: 90 punts"
"Luxembourg","Switzerland",15,80,54,"LU","CH",49.8153,6.1296,46.8182,8.2275,"Luxembourg->Switzerland: 80 punts"
"Malta","Switzerland",14,90,28,"MT","CH",35.9375,14.3754,46.8182,8.2275,"Malta->Switzerland: 90 punts"
"Monaco","Switzerland",7,29,13,"MC","CH",43.7333,7.4167,46.8182,8.2275,"Monaco->Switzerland: 29 punts"
"Norway","Switzerland",24,132,-13,"NO","CH",60.472,8.4689,46.8182,8.2275,"Norway->Switzerland: 132 punts"
"Portugal","Switzerland",22,103,-66,"PT","CH",39.3999,-8.2245,46.8182,8.2275,"Portugal->Switzerland: 103 punts"
"Spain","Switzerland",16,61,-97,"ES","CH",40.463667,-3.74922,46.8182,8.2275,"Spain->Switzerland: 61 punts"
"Sweden","Switzerland",16,83,-107,"SE","CH",60.128161,18.643501,46.8182,8.2275,"Sweden->Switzerland: 83 punts"
"The Netherlands","Switzerland",19,138,-11,"NL","CH",52.1326,5.2913,46.8182,8.2275,"The Netherlands->Switzerland: 138 punts"
"Turkey","Switzerland",11,60,-94,"TR","CH",38.9637,35.2433,46.8182,8.2275,"Turkey->Switzerland: 60 punts"
"United Kingdom","Switzerland",23,150,7,"GB","CH",55.3781,-3.436,46.8182,8.2275,"United Kingdom->Switzerland: 150 punts"
"Austria","Switzerland",27,159,38,"AT","CH",47.5162,14.5501,46.8182,8.2275,"Austria->Switzerland: 159 punts"
"Greece","Switzerland",17,81,-24,"GR","CH",39.0742,21.8243,46.8182,8.2275,"Greece->Switzerland: 81 punts"
"Denmark","Switzerland",24,117,46,"DK","CH",56.2639,9.5018,46.8182,8.2275,"Denmark->Switzerland: 117 punts"
"Morocco","Switzerland",1,7,7,"MA","CH",31.7917,-7.0926,46.8182,8.2275,"Morocco->Switzerland: 7 punts"
"Cyprus","Switzerland",17,74,6,"CY","CH",35.1264,33.4299,46.8182,8.2275,"Cyprus->Switzerland: 74 punts"
"Iceland","Switzerland",18,87,16,"IS","CH",64.9631,-19.0208,46.8182,8.2275,"Iceland->Switzerland: 87 punts"
"Bosnia & Herzegovina","Switzerland",3,8,-76,"BA","CH",43.9159,17.6791,46.8182,8.2275,"Bosnia & Herzegovina->Switzerland: 8 punts"
"Croatia","Switzerland",13,56,-45,"HR","CH",45.1,15.2,46.8182,8.2275,"Croatia->Switzerland: 56 punts"
"Slovenia","Switzerland",11,51,39,"SI","CH",46.1512,14.9955,46.8182,8.2275,"Slovenia->Switzerland: 51 punts"
"Estonia","Switzerland",7,45,21,"EE","CH",58.5953,25.0136,46.8182,8.2275,"Estonia->Switzerland: 45 punts"
"Hungary","Switzerland",9,38,-24,"HU","CH",47.1625,19.5033,46.8182,8.2275,"Hungary->Switzerland: 38 punts"
"Lithuania","Switzerland",11,56,16,"LT","CH",55.1694,23.8813,46.8182,8.2275,"Lithuania->Switzerland: 56 punts"
"Poland","Switzerland",7,42,15,"PL","CH",51.9194,19.1451,46.8182,8.2275,"Poland->Switzerland: 42 punts"
"Romania","Switzerland",11,63,30,"RO","CH",45.9432,24.9668,46.8182,8.2275,"Romania->Switzerland: 63 punts"
"Russia","Switzerland",6,22,-8,"RU","CH",61.52401,105.318756,46.8182,8.2275,"Russia->Switzerland: 22 punts"
"Slovakia","Switzerland",1,4,4,"SK","CH",48.669,19.699,46.8182,8.2275,"Slovakia->Switzerland: 4 punts"
"North Macedonia","Switzerland",10,26,-76,"MK","CH",41.6086,21.7453,46.8182,8.2275,"North Macedonia->Switzerland: 26 punts"
"Latvia","Switzerland",8,37,-9,"LV","CH",56.8796,24.6032,46.8182,8.2275,"Latvia->Switzerland: 37 punts"
"Ukraine","Switzerland",2,7,-18,"UA","CH",48.3794,31.1656,46.8182,8.2275,"Ukraine->Switzerland: 7 punts"
"Albania","Switzerland",10,46,-114,"AL","CH",41.1533,20.1683,46.8182,8.2275,"Albania->Switzerland: 46 punts"
"Andorra","Switzerland",3,9,9,"AD","CH",42.5063,1.5218,46.8182,8.2275,"Andorra->Switzerland: 9 punts"
"Belarus","Switzerland",7,33,31,"BY","CH",53.7098,27.9534,46.8182,8.2275,"Belarus->Switzerland: 33 punts"
"Bulgaria","Switzerland",4,11,-34,"BG","CH",42.7339,25.4858,46.8182,8.2275,"Bulgaria->Switzerland: 11 punts"
"Moldova","Switzerland",3,18,4,"MD","CH",47.4116,28.3699,46.8182,8.2275,"Moldova->Switzerland: 18 punts"
"Armenia","Switzerland",8,42,35,"AM","CH",40.0691,45.0382,46.8182,8.2275,"Armenia->Switzerland: 42 punts"
"Czech Republic","Switzerland",2,11,0,"CZ","CH",49.8175,15.473,46.8182,8.2275,"Czech Republic->Switzerland: 11 punts"
"Georgia","Switzerland",4,13,11,"GE","CH",42.3154,43.3569,46.8182,8.2275,"Georgia->Switzerland: 13 punts"
"Montenegro","Switzerland",1,5,2,"ME","CH",42.708678,19.37439,46.8182,8.2275,"Montenegro->Switzerland: 5 punts"
"Serbia","Switzerland",5,22,-121,"RS","CH",44.0165,21.0059,46.8182,8.2275,"Serbia->Switzerland: 22 punts"
"Azerbaijan","Switzerland",5,24,1,"AZ","CH",40.1431,47.5769,46.8182,8.2275,"Azerbaijan->Switzerland: 24 punts"
"San Marino","Switzerland",4,13,13,"SM","CH",43.9424,12.4578,46.8182,8.2275,"San Marino->Switzerland: 13 punts"
"Australia","Switzerland",2,8,-39,"AU","CH",-25,133,46.8182,8.2275,"Australia->Switzerland: 8 punts"
"Belgium","The Netherlands",33,249,39,"BE","NL",50.8333,4.469936,52.1326,5.2913,"Belgium->The Netherlands: 249 punts"
"Finland","The Netherlands",18,109,61,"FI","NL",61.92411,25.748151,52.1326,5.2913,"Finland->The Netherlands: 109 punts"
"France","The Netherlands",25,161,33,"FR","NL",46.2276,2.2137,52.1326,5.2913,"France->The Netherlands: 161 punts"
"Germany","The Netherlands",31,178,29,"DE","NL",51.165691,10.451526,52.1326,5.2913,"Germany->The Netherlands: 178 punts"
"Ireland","The Netherlands",31,178,28,"IE","NL",53.1424,-7.6921,52.1326,5.2913,"Ireland->The Netherlands: 178 punts"
"Israel","The Netherlands",25,139,-38,"IL","NL",31.046051,34.851612,52.1326,5.2913,"Israel->The Netherlands: 139 punts"
"Italy","The Netherlands",16,69,1,"IT","NL",41.87194,12.56738,52.1326,5.2913,"Italy->The Netherlands: 69 punts"
"Luxembourg","The Netherlands",11,61,16,"LU","NL",49.8153,6.1296,52.1326,5.2913,"Luxembourg->The Netherlands: 61 punts"
"Malta","The Netherlands",20,128,57,"MT","NL",35.9375,14.3754,52.1326,5.2913,"Malta->The Netherlands: 128 punts"
"Monaco","The Netherlands",6,32,14,"MC","NL",43.7333,7.4167,52.1326,5.2913,"Monaco->The Netherlands: 32 punts"
"Norway","The Netherlands",27,162,-38,"NO","NL",60.472,8.4689,52.1326,5.2913,"Norway->The Netherlands: 162 punts"
"Portugal","The Netherlands",17,108,18,"PT","NL",39.3999,-8.2245,52.1326,5.2913,"Portugal->The Netherlands: 108 punts"
"Spain","The Netherlands",26,133,73,"ES","NL",40.463667,-3.74922,52.1326,5.2913,"Spain->The Netherlands: 133 punts"
"Sweden","The Netherlands",29,171,-69,"SE","NL",60.128161,18.643501,52.1326,5.2913,"Sweden->The Netherlands: 171 punts"
"Switzerland","The Netherlands",26,149,11,"CH","NL",46.8182,8.2275,52.1326,5.2913,"Switzerland->The Netherlands: 149 punts"
"Turkey","The Netherlands",19,95,-73,"TR","NL",38.9637,35.2433,52.1326,5.2913,"Turkey->The Netherlands: 95 punts"
"United Kingdom","The Netherlands",26,115,9,"GB","NL",55.3781,-3.436,52.1326,5.2913,"United Kingdom->The Netherlands: 115 punts"
"Austria","The Netherlands",27,168,64,"AT","NL",47.5162,14.5501,52.1326,5.2913,"Austria->The Netherlands: 168 punts"
"Greece","The Netherlands",16,73,-46,"GR","NL",39.0742,21.8243,52.1326,5.2913,"Greece->The Netherlands: 73 punts"
"Denmark","The Netherlands",29,188,-17,"DK","NL",56.2639,9.5018,52.1326,5.2913,"Denmark->The Netherlands: 188 punts"
"Morocco","The Netherlands",0,0,0,"MA","NL",31.7917,-7.0926,52.1326,5.2913,"Morocco->The Netherlands: 0 punts"
"Cyprus","The Netherlands",12,50,-33,"CY","NL",35.1264,33.4299,52.1326,5.2913,"Cyprus->The Netherlands: 50 punts"
"Iceland","The Netherlands",16,108,50,"IS","NL",64.9631,-19.0208,52.1326,5.2913,"Iceland->The Netherlands: 108 punts"
"Bosnia & Herzegovina","The Netherlands",6,21,-69,"BA","NL",43.9159,17.6791,52.1326,5.2913,"Bosnia & Herzegovina->The Netherlands: 21 punts"
"Croatia","The Netherlands",15,76,22,"HR","NL",45.1,15.2,52.1326,5.2913,"Croatia->The Netherlands: 76 punts"
"Slovenia","The Netherlands",17,80,42,"SI","NL",46.1512,14.9955,52.1326,5.2913,"Slovenia->The Netherlands: 80 punts"
"Estonia","The Netherlands",18,119,50,"EE","NL",58.5953,25.0136,52.1326,5.2913,"Estonia->The Netherlands: 119 punts"
"Hungary","The Netherlands",18,119,37,"HU","NL",47.1625,19.5033,52.1326,5.2913,"Hungary->The Netherlands: 119 punts"
"Lithuania","The Netherlands",14,83,53,"LT","NL",55.1694,23.8813,52.1326,5.2913,"Lithuania->The Netherlands: 83 punts"
"Poland","The Netherlands",8,61,18,"PL","NL",51.9194,19.1451,52.1326,5.2913,"Poland->The Netherlands: 61 punts"
"Romania","The Netherlands",15,89,38,"RO","NL",45.9432,24.9668,52.1326,5.2913,"Romania->The Netherlands: 89 punts"
"Russia","The Netherlands",9,35,-43,"RU","NL",61.52401,105.318756,52.1326,5.2913,"Russia->The Netherlands: 35 punts"
"Slovakia","The Netherlands",1,6,6,"SK","NL",48.669,19.699,52.1326,5.2913,"Slovakia->The Netherlands: 6 punts"
"North Macedonia","The Netherlands",12,54,36,"MK","NL",41.6086,21.7453,52.1326,5.2913,"North Macedonia->The Netherlands: 54 punts"
"Latvia","The Netherlands",11,75,52,"LV","NL",56.8796,24.6032,52.1326,5.2913,"Latvia->The Netherlands: 75 punts"
"Ukraine","The Netherlands",6,40,-21,"UA","NL",48.3794,31.1656,52.1326,5.2913,"Ukraine->The Netherlands: 40 punts"
"Albania","The Netherlands",8,40,32,"AL","NL",41.1533,20.1683,52.1326,5.2913,"Albania->The Netherlands: 40 punts"
"Andorra","The Netherlands",4,19,12,"AD","NL",42.5063,1.5218,52.1326,5.2913,"Andorra->The Netherlands: 19 punts"
"Belarus","The Netherlands",6,36,30,"BY","NL",53.7098,27.9534,52.1326,5.2913,"Belarus->The Netherlands: 36 punts"
"Bulgaria","The Netherlands",5,26,-19,"BG","NL",42.7339,25.4858,52.1326,5.2913,"Bulgaria->The Netherlands: 26 punts"
"Moldova","The Netherlands",8,31,0,"MD","NL",47.4116,28.3699,52.1326,5.2913,"Moldova->The Netherlands: 31 punts"
"Armenia","The Netherlands",11,62,-79,"AM","NL",40.0691,45.0382,52.1326,5.2913,"Armenia->The Netherlands: 62 punts"
"Czech Republic","The Netherlands",6,38,22,"CZ","NL",49.8175,15.473,52.1326,5.2913,"Czech Republic->The Netherlands: 38 punts"
"Georgia","The Netherlands",8,33,20,"GE","NL",42.3154,43.3569,52.1326,5.2913,"Georgia->The Netherlands: 33 punts"
"Montenegro","The Netherlands",7,15,9,"ME","NL",42.708678,19.37439,52.1326,5.2913,"Montenegro->The Netherlands: 15 punts"
"Serbia","The Netherlands",6,34,-38,"RS","NL",44.0165,21.0059,52.1326,5.2913,"Serbia->The Netherlands: 34 punts"
"Azerbaijan","The Netherlands",6,28,-29,"AZ","NL",40.1431,47.5769,52.1326,5.2913,"Azerbaijan->The Netherlands: 28 punts"
"San Marino","The Netherlands",13,76,72,"SM","NL",43.9424,12.4578,52.1326,5.2913,"San Marino->The Netherlands: 76 punts"
"Australia","The Netherlands",6,21,-20,"AU","NL",-25,133,52.1326,5.2913,"Australia->The Netherlands: 21 punts"
"Belgium","Turkey",18,140,77,"BE","TR",50.8333,4.469936,38.9637,35.2433,"Belgium->Turkey: 140 punts"
"Finland","Turkey",13,55,15,"FI","TR",61.92411,25.748151,38.9637,35.2433,"Finland->Turkey: 55 punts"
"France","Turkey",21,190,152,"FR","TR",46.2276,2.2137,38.9637,35.2433,"France->Turkey: 190 punts"
"Germany","Turkey",22,208,122,"DE","TR",51.165691,10.451526,38.9637,35.2433,"Germany->Turkey: 208 punts"
"Ireland","Turkey",7,24,-100,"IE","TR",53.1424,-7.6921,38.9637,35.2433,"Ireland->Turkey: 24 punts"
"Israel","Turkey",11,42,-21,"IL","TR",31.046051,34.851612,38.9637,35.2433,"Israel->Turkey: 42 punts"
"Italy","Turkey",3,23,-53,"IT","TR",41.87194,12.56738,38.9637,35.2433,"Italy->Turkey: 23 punts"
"Luxembourg","Turkey",4,19,-7,"LU","TR",49.8153,6.1296,38.9637,35.2433,"Luxembourg->Turkey: 19 punts"
"Malta","Turkey",12,87,-6,"MT","TR",35.9375,14.3754,38.9637,35.2433,"Malta->Turkey: 87 punts"
"Monaco","Turkey",2,11,4,"MC","TR",43.7333,7.4167,38.9637,35.2433,"Monaco->Turkey: 11 punts"
"Norway","Turkey",16,59,2,"NO","TR",60.472,8.4689,38.9637,35.2433,"Norway->Turkey: 59 punts"
"Portugal","Turkey",4,21,-27,"PT","TR",39.3999,-8.2245,38.9637,35.2433,"Portugal->Turkey: 21 punts"
"Spain","Turkey",14,55,-63,"ES","TR",40.463667,-3.74922,38.9637,35.2433,"Spain->Turkey: 55 punts"
"Sweden","Turkey",15,91,-6,"SE","TR",60.128161,18.643501,38.9637,35.2433,"Sweden->Turkey: 91 punts"
"Switzerland","Turkey",21,154,94,"CH","TR",46.8182,8.2275,38.9637,35.2433,"Switzerland->Turkey: 154 punts"
"The Netherlands","Turkey",23,168,73,"NL","TR",52.1326,5.2913,38.9637,35.2433,"The Netherlands->Turkey: 168 punts"
"United Kingdom","Turkey",24,143,17,"GB","TR",55.3781,-3.436,38.9637,35.2433,"United Kingdom->Turkey: 143 punts"
"Austria","Turkey",11,70,-1,"AT","TR",47.5162,14.5501,38.9637,35.2433,"Austria->Turkey: 70 punts"
"Greece","Turkey",6,36,-45,"GR","TR",39.0742,21.8243,38.9637,35.2433,"Greece->Turkey: 36 punts"
"Denmark","Turkey",14,90,58,"DK","TR",56.2639,9.5018,38.9637,35.2433,"Denmark->Turkey: 90 punts"
"Morocco","Turkey",1,12,12,"MA","TR",31.7917,-7.0926,38.9637,35.2433,"Morocco->Turkey: 12 punts"
"Cyprus","Turkey",2,12,2,"CY","TR",35.1264,33.4299,38.9637,35.2433,"Cyprus->Turkey: 12 punts"
"Iceland","Turkey",8,31,-3,"IS","TR",64.9631,-19.0208,38.9637,35.2433,"Iceland->Turkey: 31 punts"
"Bosnia & Herzegovina","Turkey",16,133,-42,"BA","TR",43.9159,17.6791,38.9637,35.2433,"Bosnia & Herzegovina->Turkey: 133 punts"
"Croatia","Turkey",11,56,1,"HR","TR",45.1,15.2,38.9637,35.2433,"Croatia->Turkey: 56 punts"
"Slovenia","Turkey",4,18,0,"SI","TR",46.1512,14.9955,38.9637,35.2433,"Slovenia->Turkey: 18 punts"
"Estonia","Turkey",3,14,-8,"EE","TR",58.5953,25.0136,38.9637,35.2433,"Estonia->Turkey: 14 punts"
"Hungary","Turkey",7,30,5,"HU","TR",47.1625,19.5033,38.9637,35.2433,"Hungary->Turkey: 30 punts"
"Lithuania","Turkey",4,16,14,"LT","TR",55.1694,23.8813,38.9637,35.2433,"Lithuania->Turkey: 16 punts"
"Poland","Turkey",3,11,3,"PL","TR",51.9194,19.1451,38.9637,35.2433,"Poland->Turkey: 11 punts"
"Romania","Turkey",15,107,52,"RO","TR",45.9432,24.9668,38.9637,35.2433,"Romania->Turkey: 107 punts"
"Russia","Turkey",6,25,-25,"RU","TR",61.52401,105.318756,38.9637,35.2433,"Russia->Turkey: 25 punts"
"Slovakia","Turkey",1,3,3,"SK","TR",48.669,19.699,38.9637,35.2433,"Slovakia->Turkey: 3 punts"
"North Macedonia","Turkey",16,125,53,"MK","TR",41.6086,21.7453,38.9637,35.2433,"North Macedonia->Turkey: 125 punts"
"Latvia","Turkey",1,2,-4,"LV","TR",56.8796,24.6032,38.9637,35.2433,"Latvia->Turkey: 2 punts"
"Ukraine","Turkey",9,39,-30,"UA","TR",48.3794,31.1656,38.9637,35.2433,"Ukraine->Turkey: 39 punts"
"Albania","Turkey",12,113,53,"AL","TR",41.1533,20.1683,38.9637,35.2433,"Albania->Turkey: 113 punts"
"Andorra","Turkey",3,15,12,"AD","TR",42.5063,1.5218,38.9637,35.2433,"Andorra->Turkey: 15 punts"
"Belarus","Turkey",5,18,10,"BY","TR",53.7098,27.9534,38.9637,35.2433,"Belarus->Turkey: 18 punts"
"Bulgaria","Turkey",13,96,47,"BG","TR",42.7339,25.4858,38.9637,35.2433,"Bulgaria->Turkey: 96 punts"
